Dailymed.0581fd65-63f9-4705-adbd-602fe7b55874.s.38	Dailymed.0581fd65-63f9-4705-adbd-602fe7b55874.s.38.e.3	Increase_Interaction	C54611	"Because the half-life of <PRECIPITANT> (given frequently to pre-term infants with patent ductus arteriosus and associated cardiac failure) may be prolonged when given concomitantly with <LABELDRUG>, the neonate should be observed closely, frequent ECGs and serum <PRECIPITANT> levels may be required to prevent or detect <PRECIPITANT> toxicity early. "
Dailymed.0581fd65-63f9-4705-adbd-602fe7b55874.s.39	Dailymed.0581fd65-63f9-4705-adbd-602fe7b55874.s.39.e.1	Increase_Interaction	C54357	"Furthermore, in one study of premature infants treated with <LABELDRUG> I.V. and also receiving either gentamicin or amikacin, both peak and trough levels of these <PRECIPITANT> were significantly elevated."
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.56	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.56.e.2	Increase_Interaction	C54357	"It has been reported that <LABELDRUG> decreases neuromuscular transmission in patients with Duchenne""s muscular dystrophy, and that <LABELDRUG> prolongs recovery from the neuromuscular blocking agent <PRECIPITANT> and causes a worsening of myasthenia gravis. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.69	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.69.e.1	Increase_Interaction	C54355	"Clinically significant interactions have been reported with <PRECIPITANT> (eg, erythromycin, ritonavir) causing elevation of plasma levels of <LABELDRUG> while inducers of CYP3A4 (eg, rifampin) have caused a lowering of plasma levels of <LABELDRUG>. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.69	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.69.e.9	Decrease_Interaction	C54358	"Clinically significant interactions have been reported with inhibitors of CYP3A4 (eg, erythromycin, ritonavir) causing elevation of plasma levels of <LABELDRUG> while <PRECIPITANT> (eg, rifampin) have caused a lowering of plasma levels of <LABELDRUG>. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.73	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.73.e.2	Increase_Interaction	C54355	Co-administration of multiple doses of 10 mg of <LABELDRUG> with 80 mg <PRECIPITANT> resulted in exposure to <PRECIPITANT> 2.5-fold that following <PRECIPITANT> alone. 
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.84	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.84.e.3	Increase_Interaction	C54357	A decrease in <PRECIPITANT> clearance has been reported when <LABELDRUG> and <PRECIPITANT> were administered together. 
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.92	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.92.e.2	Increase_Interaction	C54357	"Chronic <LABELDRUG> treatment can increase serum <PRECIPITANT> levels by 50% to 75% during the first week of therapy, and this can result in digitalis toxicity. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.92	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.92.e.6	Increase_Interaction	C54357	"Chronic <LABELDRUG> treatment can increase serum digoxin levels by 50% to 75% during the first week of therapy, and this can result in <PRECIPITANT> toxicity. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.93	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.93.e.4	Increase_Interaction	C54357	In patients with hepatic cirrhosis the influence of <LABELDRUG> on <PRECIPITANT> pharmacokinetics is magnified. 
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.94	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.94.e.3	Increase_Interaction	C54357	"<LABELDRUG> may reduce total body clearance and extrarenal clearance of <PRECIPITANT> by 27% and 29%, respectively. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.110	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.110.e.4	Increase_Interaction	C54357	There has been a report of increased <PRECIPITANT> levels during <LABELDRUG> therapy.
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.113	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.113.e.2	Increase_Interaction	C54357	Alcohol: <LABELDRUG> has been found to significantly inhibit <PRECIPITANT> elimination resulting in elevated blood <PRECIPITANT> concentrations that may prolong the intoxicating effects of alcohol. 
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.119	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.119.e.2	Increase_Interaction	C54355	Grapefruit Juice: <PRECIPITANT> may significantly increase concentrations of <LABELDRUG>. 
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.120	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.120.e.3	Increase_Interaction	C54605	"<PRECIPITANT> given to nine healthy volunteers increased S- and R- <LABELDRUG> AUC0-12 by 36% and 28%, respectively. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.121	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.121.e.2	Increase_Interaction	C54602	"Steady state Cmax and Cmin of S-<LABELDRUG> increased by 57% and 16.7%, respectively with <PRECIPITANT> compared to control. "
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.127	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.127.e.2	Decrease_Interaction	C54356	The former may result in a lowering of serum <PRECIPITANT> levels in patients receiving chronic stable oral <PRECIPITANT> therapy. 
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.130	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.130.e.3	Increase_Interaction	C54357	Carbamazepine: <LABELDRUG> therapy may increase <PRECIPITANT> concentrations during combined therapy. 
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.132	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.132.e.3	Decrease_Interaction	C54356	Rifampin: Therapy with <PRECIPITANT> may markedly reduce oral <LABELDRUG> bioavailability.
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.133	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.133.e.3	Decrease_Interaction	C54356	<PRECIPITANT>: <PRECIPITANT> therapy may increase <LABELDRUG> clearance.
Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.134	Dailymed.0742cf97-601b-4c13-a6c3-1a6a616ed292.s.134.e.2	Increase_Interaction	C54357	Cyclosporine: <LABELDRUG> therapy may increase serum levels of <PRECIPITANT>.
Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.126	Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.126.e.0	Increase_Interaction	C54357	Increased serum lithium levels and symptoms of lithium toxicity have been reported in patients receiving <PRECIPITANT> during therapy with lithium. 
Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.126	Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.126.e.6	Increase_Interaction	C54357	Increased serum <PRECIPITANT> levels and symptoms of <PRECIPITANT> toxicity have been reported in patients receiving ACE inhibitors during therapy with <PRECIPITANT>. 
Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.128	Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.128.e.0	Increase_Interaction	C54357	"If a <PRECIPITANT> is also used, the risk of lithium toxicity may be increased."
Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.128	Dailymed.0a4b5599-eded-4f96-8a0b-09bf114efd3b.s.128.e.1	Increase_Interaction	C54357	"If a diuretic is also used, the risk of <PRECIPITANT> toxicity may be increased."
Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.75	Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.75.e.0	Increase_Interaction	C54355	"When <LABELDRUG> was given with <PRECIPITANT> or itraconazole, the blood concentrations of <LABELDRUG> were significantly increased. "
Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.75	Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.75.e.1	Increase_Interaction	C54355	"When <LABELDRUG> was given with cyclosporine or <PRECIPITANT>, the blood concentrations of <LABELDRUG> were significantly increased. "
Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.102	Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.102.e.3	Increase_Interaction	C54357	Simvastatin: Co-administration of <PRECIPITANT> with <LABELDRUG> increases the systemic exposure of <PRECIPITANT>. 
Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.111	Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.111.e.0	Increase_Interaction	C54357	Lithium: <PRECIPITANT> increase the risk of lithium toxicity. 
Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.111	Dailymed.0a5c7e83-3b17-4412-89fb-ff2235cbe77c.s.111.e.3	Increase_Interaction	C54357	Lithium: Diuretic agents increase the risk of <PRECIPITANT> toxicity. 
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.96	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.96.e.3	Decrease_Interaction	C54358	@item <PRECIPITANT> and colestipol: Reduced absorption of thiazides
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.96	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.96.e.4	Decrease_Interaction	C54358	@item Cholestyramine and <PRECIPITANT>: Reduced absorption of thiazides
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.96	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.96.e.2	Decrease_Interaction	C54358	@item Cholestyramine and colestipol: Reduced absorption of <PRECIPITANT>
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.97	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.97.e.3	Increase_Interaction	C54357	@item Lithium: Reduced renal clearance and high risk of lithium toxicity when used with <PRECIPITANT>. 
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.97	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.97.e.2	Increase_Interaction	C54357	@item Lithium: Reduced renal clearance and high risk of <PRECIPITANT> toxicity when used with diuretics. 
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.119	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.119.e.5	Decrease_Interaction	C54356	"Single doses of either <PRECIPITANT> or colestipol resins bind the <LABELDRUG> and reduce its absorption from the gastrointestinal tract by up to 85% and 43%, respectively. "
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.119	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.119.e.6	Decrease_Interaction	C54356	"Single doses of either cholestyramine or <PRECIPITANT> resins bind the <LABELDRUG> and reduce its absorption from the gastrointestinal tract by up to 85% and 43%, respectively. "
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.122	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.122.e.5	Decrease_Interaction	C54358	"Pressor Amines ( e.g., Norepinephrine): possible decreased response to <PRECIPITANT> but not sufficient to preclude their use."
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.125	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.125.e.2	Increase_Interaction	C54357	<PRECIPITANT> reduce the renal clearance of lithium and add a high risk of lithium toxicity. 
Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.125	Dailymed.0d91895e-c869-4b33-9b83-d55c1ad6317e.s.125.e.3	Increase_Interaction	C54357	Diuretic agents reduce the renal clearance of <PRECIPITANT> and add a high risk of <PRECIPITANT> toxicity. 
Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.97	Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.97.e.1	Increase_Interaction	C54357	<LABELDRUG> may potentiate the action of other <PRECIPITANT> used concomitantly. 
Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.99	Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.99.e.0	Increase_Interaction	C54357	<PRECIPITANT> may also have an additive effect when given with <LABELDRUG>. 
Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.106	Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.106.e.0	Increase_Interaction	C54357	<PRECIPITANT> may increase the responsiveness to tubocurarine.
Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.106	Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.106.e.1	Increase_Interaction	C54357	Thiazides may increase the responsiveness to <PRECIPITANT>.
Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.108	Dailymed.0ebcca1e-ca16-4483-429a-aec5dcacd1dc.s.108.e.10	Increase_Interaction	C54357	Lithium generally should not be given with diuretics because they reduce its renal clearance and add a high risk of <PRECIPITANT> toxicity. 
Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.119	Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.119.e.2	Increase_Interaction	C54357	"Increased serum lithium levels and symptoms of lithium toxicity have been reported in patients receiving <PRECIPITANT> during therapy with lithium, therefore, frequent monitoring of serum lithium levels is recommended. "
Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.119	Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.119.e.3	Increase_Interaction	C54357	"Increased serum <PRECIPITANT> levels and symptoms of <PRECIPITANT> toxicity have been reported in patients receiving ACE inhibitors during therapy with <PRECIPITANT>, therefore, frequent monitoring of serum <PRECIPITANT> levels is recommended. "
Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.120	Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.120.e.2	Increase_Interaction	C54357	"If a <PRECIPITANT> is also used, the risk of lithium toxicity may be increased."
Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.120	Dailymed.0fc34cd8-86e6-4034-73bd-4263a68ba046.s.120.e.3	Increase_Interaction	C54357	"If a diuretic is also used, the risk of <PRECIPITANT> toxicity may be increased."
Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.63	Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.63.e.0	Increase_Interaction	C54357	<PRECIPITANT> reduce the renal clearance of lithium and add a high risk of lithium toxicity.
Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.63	Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.63.e.3	Increase_Interaction	C54357	Diuretic agents reduce the renal clearance of <PRECIPITANT> and add a high risk of <PRECIPITANT> toxicity.
Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.69	Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.69.e.1	Increase_Interaction	C54611	<LABELDRUG> has been shown to increase the half-life of <PRECIPITANT>. 
Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.70	Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.70.e.2	Increase_Interaction	C54357	This may result in increased serum <PRECIPITANT> levels and subsequent digitalis toxicity. 
Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.70	Dailymed.0fed2822-3a03-4b64-9857-c682fcd462bc.s.70.e.3	Increase_Interaction	C54357	This may result in increased serum digoxin levels and subsequent <PRECIPITANT> toxicity. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.46	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.46.e.3	Increase_Interaction	C54610	"Studies showed that <LABELDRUG> increased the AUC of <PRECIPITANT> and triazolam by 3- to 4-fold and the Cmax by 2-fold, compared to placebo. "
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.46	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.46.e.4	Increase_Interaction	C54610	"Studies showed that <LABELDRUG> increased the AUC of midazolam and <PRECIPITANT> by 3- to 4-fold and the Cmax by 2-fold, compared to placebo. "
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.47	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.47.e.2	Increase_Interaction	C54611	The elimination half-life of <PRECIPITANT> and triazolam also increased (1.5- to 2.5-fold) during coadministration with <LABELDRUG>. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.47	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.47.e.4	Increase_Interaction	C54611	The elimination half-life of midazolam and <PRECIPITANT> also increased (1.5- to 2.5-fold) during coadministration with <LABELDRUG>. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.51	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.51.e.2	Increase_Interaction	C54357	Administration of CARDIZEM (<LABELDRUG>) concomitantly with <PRECIPITANT> in five normal volunteers resulted in increased <PRECIPITANT> levels in all subjects and bioavailability of <PRECIPITANT> was increased approximately 50%. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.55	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.55.e.4	Increase_Interaction	C54610	"In nine healthy subjects, <LABELDRUG> significantly increased the mean <PRECIPITANT> AUC 5.5-fold and Cmax 4.1-fold compared to placebo. "
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.57	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.57.e.3	Increase_Interaction	C54357	Enhanced effects and increased toxicity of <PRECIPITANT> may be possible during concomitant administration with <LABELDRUG>. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.60	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.60.e.3	Increase_Interaction	C54357	"Concomitant administration of <LABELDRUG> with <PRECIPITANT> has been reported to result in elevated serum levels of <PRECIPITANT> (40% to 72% increase), resulting in toxicity in some cases. "
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.63	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.63.e.2	Increase_Interaction	C54355	A study in six healthy volunteers has shown a significant increase in peak <LABELDRUG> plasma levels (58%) and area-under-the-curve (53%) after a 1-week course of <PRECIPITANT> at 1200 mg per day and a single dose of <LABELDRUG> 60 mg. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.73	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.73.e.4	Increase_Interaction	C54357	"In renal and cardiac transplant recipients, a reduction of <PRECIPITANT> dose ranging from 15% to 48% was necessary to maintain <PRECIPITANT> trough concentrations similar to those seen prior to the addition of <LABELDRUG>. "
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.77	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.77.e.4	Increase_Interaction	C54357	Administration of <PRECIPITANT> with digoxin in 24 healthy male subjects increased plasma digoxin concentrations approximately 20%. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.77	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.77.e.3	Increase_Interaction	C54357	Administration of CARDIZEM with <PRECIPITANT> in 24 healthy male subjects increased plasma <PRECIPITANT> concentrations approximately 20%. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.81	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.81.e.2	Increase_Interaction	C54357	"<LABELDRUG> significantly increases the AUC(0 ) of <PRECIPITANT> by 51%, T1/2 by 36%, and decreases its CLoral by 33%. "
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.84	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.84.e.3	Decrease_Interaction	C54356	Coadministration of <PRECIPITANT> with <LABELDRUG> lowered the <LABELDRUG> plasma concentrations to undetectable levels. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.87	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.87.e.2	Increase_Interaction	C54357	<LABELDRUG> is an inhibitor of CYP3A4 and has been shown to increase significantly the AUC of some <PRECIPITANT>. 
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.90	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.90.e.4	Increase_Interaction	C54355	"In a healthy volunteer cross-over study (N 10), co-administration of a single 20 mg dose of <PRECIPITANT> at the end of a 14 day regimen with 120 mg BID <LABELDRUG> SR resulted in a 5-fold increase in mean <PRECIPITANT> AUC versus <PRECIPITANT> alone. "
Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.92	Dailymed.1042fa13-e6af-46b9-8008-6c941f0978b1.s.92.e.3	Increase_Interaction	C54355	"Computer-based simulations showed that at a daily dose of 480 mg of <LABELDRUG>, an 8- to 9-fold mean increase in <PRECIPITANT> AUC can be expected. "
